"customerid","age","gender","tenure","usage_frequency","support_calls","payment_delay","subscription_type","contract_length","total_spend","last_interaction","churn","risk_score"
"38339.0",18,"Female",7,15,2,29,"Basic","Annual","251.00",4,1,1
"3375.0",54,"Male",33,7,1,5,"Premium","Quarterly","308.00",13,1,1
"24129.0",21,"Female",26,24,4,28,"Standard","Annual","893.00",13,1,1
"1582.0",50,"Female",22,13,0,24,"Premium","Annual","319.00",7,1,1
"34775.0",62,"Male",25,25,6,4,"Standard","Quarterly","191.00",3,1,1
"24133.0",30,"Female",3,16,3,7,"Premium","Quarterly","740.00",18,1,1
"7256.0",62,"Female",34,22,4,10,"Standard","Quarterly","477.00",24,1,1
"34776.0",60,"Male",9,11,4,20,"Basic","Quarterly","229.00",10,1,1
"12979.0",37,"Male",17,14,7,4,"Premium","Quarterly","268.00",8,1,1
"6146.0",61,"Female",18,28,1,6,"Basic","Annual","775.00",27,1,1
"7259.0",56,"Male",12,18,0,18,"Standard","Quarterly","561.00",4,1,1
"36932.0",50,"Male",26,20,0,21,"Basic","Annual","729.00",7,1,1
"24141.0",61,"Male",30,22,4,3,"Standard","Quarterly","492.00",28,1,1
"14263.0",20,"Female",36,17,1,14,"Standard","Quarterly","367.00",27,1,1
"15013.0",31,"Male",60,23,1,30,"Premium","Annual","299.00",8,1,1
"36759.0",64,"Female",18,11,0,27,"Standard","Annual","500.00",15,1,1
"10863.0",56,"Male",46,28,4,23,"Premium","Quarterly","462.00",15,1,1
"7266.0",47,"Male",51,26,4,28,"Basic","Annual","118.00",8,1,1
"31931.0",33,"Female",13,20,5,8,"Basic","Annual","563.00",2,1,1
"12984.0",39,"Female",23,19,0,11,"Standard","Annual","781.00",26,1,1
"24151.0",46,"Male",29,16,10,12,"Premium","Quarterly","152.00",1,1,1
"24152.0",58,"Male",10,16,0,26,"Standard","Annual","628.00",5,1,1
"6145.0",61,"Male",58,23,5,5,"Premium","Quarterly","341.00",4,1,1
"34780.0",24,"Female",23,4,0,10,"Basic","Quarterly","944.00",5,1,1
"24155.0",36,"Female",39,16,3,11,"Basic","Annual","835.00",21,1,1
"32415.0",23,"Female",30,15,4,0,"Basic","Quarterly","174.00",20,1,1
"7271.0",61,"Female",60,14,2,21,"Basic","Annual","436.00",1,1,1
"24159.0",51,"Female",39,17,7,6,"Basic","Annual","889.00",14,1,1
"938.0",55,"Female",34,22,2,27,"Basic","Quarterly","201.00",2,1,1
"32416.0",64,"Male",53,30,1,15,"Basic","Annual","247.00",5,1,1
"15016.0",42,"Male",12,20,8,7,"Basic","Annual","174.00",11,1,1
"7274.0",59,"Male",2,2,4,3,"Basic","Quarterly","263.00",14,1,1
"6892.0",50,"Female",58,20,10,9,"Basic","Annual","838.00",6,1,1
"10870.0",56,"Female",8,11,10,5,"Premium","Annual","470.00",1,1,1
"24166.0",47,"Male",10,29,0,12,"Standard","Monthly","325.00",12,1,1
"7277.0",44,"Female",48,23,9,10,"Premium","Quarterly","990.00",14,1,1
"24168.0",31,"Female",55,7,2,9,"Basic","Quarterly","431.00",5,1,1
"7278.0",35,"Male",27,17,1,8,"Premium","Monthly","557.00",3,1,1
"7279.0",26,"Female",21,17,4,8,"Basic","Monthly","952.00",4,1,1
"34787.0",22,"Female",16,26,7,1,"Standard","Quarterly","793.00",11,1,1
"34788.0",36,"Male",57,25,4,10,"Standard","Monthly","844.00",13,1,1
"7282.0",28,"Female",45,21,0,10,"Standard","Quarterly","301.00",20,1,1
"24177.0",34,"Female",7,22,2,11,"Basic","Monthly","145.00",11,1,1
"1814.0",54,"Male",41,16,3,1,"Standard","Annual","552.00",19,1,1
"24179.0",24,"Female",18,27,9,12,"Basic","Annual","538.00",15,1,1
"34789.0",45,"Female",28,27,9,3,"Basic","Annual","226.00",8,1,1
"37862.0",26,"Male",12,18,3,2,"Basic","Quarterly","196.00",19,1,1
"37041.0",45,"Female",17,14,3,13,"Premium","Annual","500.00",20,1,1
"29938.0",20,"Male",23,3,1,8,"Standard","Quarterly","405.00",5,1,1
"29939.0",49,"Male",33,21,7,8,"Premium","Annual","499.00",9,1,1
"34792.0",35,"Male",38,14,7,3,"Standard","Annual","655.00",3,1,1
"34793.0",20,"Male",46,21,5,10,"Standard","Annual","564.00",4,1,1
"7287.0",26,"Female",25,21,8,8,"Premium","Annual","994.00",2,1,1
"24190.0",49,"Male",59,20,4,26,"Premium","Annual","620.00",1,1,1
"12989.0",48,"Male",58,13,1,11,"Standard","Monthly","294.00",2,1,1
"153.0",28,"Male",54,26,2,12,"Basic","Annual","288.00",16,1,1
"7290.0",48,"Female",58,5,0,4,"Basic","Quarterly","163.00",6,1,1
"2039.0",56,"Male",29,26,2,9,"Standard","Monthly","634.00",11,1,1
"34796.0",55,"Male",8,25,3,9,"Premium","Monthly","390.00",4,1,1
"24197.0",46,"Male",58,21,5,3,"Standard","Quarterly","375.00",10,1,1
"6889.0",34,"Male",9,25,6,6,"Standard","Quarterly","137.00",14,1,1
"10875.0",60,"Male",4,30,6,10,"Standard","Quarterly","919.00",11,1,1
"24200.0",42,"Female",1,14,6,10,"Basic","Quarterly","619.00",12,1,1
"929.0",44,"Male",45,28,0,5,"Basic","Monthly","591.00",15,1,1
"24203.0",51,"Female",49,21,1,0,"Standard","Monthly","209.00",12,1,1
"36762.0",36,"Female",6,29,4,12,"Premium","Annual","451.00",25,1,1
"6140.0",46,"Female",36,23,5,5,"Basic","Annual","117.00",7,1,1
"24209.0",40,"Female",11,11,4,7,"Standard","Annual","778.00",19,1,1
"24210.0",45,"Male",22,14,2,26,"Premium","Annual","102.00",7,1,1
"29943.0",52,"Male",17,28,7,2,"Basic","Quarterly","213.00",3,1,1
"14271.0",64,"Male",55,19,0,23,"Standard","Annual","959.00",11,1,1
"24213.0",33,"Male",46,19,6,0,"Basic","Annual","962.00",5,1,1
"10880.0",49,"Female",55,13,7,10,"Standard","Annual","818.00",8,1,1
"24215.0",64,"Female",52,20,0,12,"Standard","Monthly","187.00",15,1,1
"34804.0",64,"Male",15,26,4,17,"Basic","Quarterly","394.00",10,1,1
"7301.0",54,"Female",5,29,4,21,"Standard","Quarterly","849.00",14,1,1
"15018.0",30,"Male",10,22,5,7,"Basic","Quarterly","882.00",7,1,1
"5673.0",51,"Male",47,26,6,4,"Standard","Annual","695.00",10,1,1
"15478.0",62,"Male",10,15,3,5,"Premium","Monthly","855.00",6,1,1
"10884.0",58,"Male",9,24,6,11,"Premium","Quarterly","435.00",3,1,1
"24222.0",47,"Male",40,27,5,13,"Basic","Annual","483.00",13,1,1
"24223.0",63,"Female",60,11,10,11,"Basic","Annual","444.00",7,1,1
"7306.0",51,"Female",6,11,5,13,"Premium","Annual","645.00",11,1,1
"36764.0",20,"Female",38,24,10,6,"Basic","Annual","703.00",4,1,1
"24227.0",55,"Male",45,14,0,5,"Basic","Annual","275.00",29,1,1
"24228.0",64,"Male",9,26,4,1,"Basic","Monthly","208.00",4,1,1
"927.0",51,"Male",1,18,2,6,"Premium","Annual","691.00",25,1,1
"6886.0",44,"Male",27,19,9,14,"Standard","Quarterly","240.00",15,1,1
"12995.0",60,"Female",5,29,3,14,"Basic","Monthly","919.00",4,1,1
"274.0",64,"Male",25,20,0,23,"Standard","Annual","141.00",12,1,1
"24234.0",26,"Male",2,17,3,8,"Basic","Monthly","244.00",2,1,1
"14274.0",63,"Female",11,8,1,13,"Premium","Annual","878.00",14,1,1
"24237.0",61,"Female",25,12,3,10,"Standard","Monthly","780.00",2,1,1
"7312.0",46,"Male",28,15,1,17,"Basic","Quarterly","398.00",4,1,1
"6139.0",25,"Female",52,25,2,10,"Standard","Quarterly","294.00",24,1,1
"24240.0",29,"Male",28,25,0,3,"Standard","Quarterly","195.00",18,1,1
"24241.0",44,"Male",21,27,5,7,"Basic","Annual","363.00",12,1,1
"24243.0",57,"Male",51,19,4,22,"Basic","Annual","664.00",15,1,1
"12998.0",27,"Female",51,22,1,8,"Premium","Annual","603.00",20,1,1
"10891.0",41,"Male",60,26,0,4,"Basic","Monthly","678.00",12,1,1
"7319.0",63,"Female",45,3,3,8,"Premium","Quarterly","109.00",11,1,1
"36486.0",23,"Male",12,17,3,4,"Premium","Monthly","670.00",9,1,1
"34812.0",38,"Female",34,29,1,21,"Premium","Quarterly","667.00",6,1,1
"36488.0",28,"Female",30,14,3,18,"Basic","Quarterly","282.00",14,1,1
"1671.0",60,"Male",36,11,2,6,"Basic","Annual","130.00",17,1,1
"24255.0",47,"Female",5,22,2,13,"Premium","Annual","599.00",16,1,1
"3358.0",63,"Female",56,25,10,5,"Basic","Annual","746.00",8,1,1
"7329.0",54,"Female",20,25,4,4,"Standard","Quarterly","708.00",19,1,1
"6876.0",38,"Male",13,14,3,6,"Premium","Quarterly","277.00",29,1,1
"15731.0",51,"Female",35,30,1,3,"Basic","Annual","206.00",19,1,1
"30926.0",36,"Female",53,24,4,9,"Basic","Monthly","863.00",4,1,1
"29955.0",55,"Female",21,30,2,0,"Standard","Annual","962.00",29,1,1
"5669.0",26,"Female",33,28,1,25,"Premium","Quarterly","488.00",12,1,1
"15022.0",29,"Female",51,20,4,19,"Premium","Annual","899.00",7,1,1
"85.0",59,"Male",17,21,1,24,"Standard","Quarterly","858.00",2,1,1
"31561.0",18,"Female",12,29,1,10,"Premium","Quarterly","398.00",19,1,1
"15480.0",19,"Female",46,28,0,27,"Standard","Annual","358.00",6,1,1
"24274.0",60,"Female",27,20,5,3,"Standard","Quarterly","895.00",8,1,1
"24275.0",35,"Female",18,19,9,2,"Basic","Quarterly","519.00",15,1,1
"7339.0",52,"Male",56,14,7,4,"Standard","Quarterly","667.00",3,1,1
"36933.0",51,"Male",54,15,1,0,"Premium","Monthly","948.00",1,1,1
"10904.0",50,"Female",33,26,6,6,"Basic","Quarterly","729.00",13,1,1
"10905.0",31,"Female",18,28,1,1,"Standard","Monthly","686.00",14,1,1
"10906.0",35,"Male",30,23,9,3,"Basic","Quarterly","973.00",10,1,1
"7344.0",18,"Female",15,12,0,14,"Standard","Annual","733.00",28,1,1
"36491.0",48,"Male",27,20,4,23,"Basic","Annual","960.00",1,1,1
"31563.0",57,"Male",26,4,0,5,"Premium","Quarterly","719.00",14,1,1
"3351.0",41,"Female",1,26,3,7,"Premium","Quarterly","910.00",20,1,1
"7347.0",55,"Male",6,23,1,13,"Basic","Quarterly","809.00",28,1,1
"29959.0",29,"Female",20,13,1,7,"Standard","Quarterly","264.00",26,1,1
"30930.0",55,"Female",45,15,6,4,"Basic","Quarterly","317.00",3,1,1
"37875.0",63,"Female",25,13,1,11,"Standard","Monthly","961.00",15,1,1
"14279.0",51,"Male",28,28,4,21,"Premium","Annual","562.00",12,1,1
"10910.0",63,"Male",59,13,4,2,"Premium","Monthly","123.00",11,1,1
"10911.0",20,"Female",30,27,0,2,"Premium","Quarterly","181.00",27,1,1
"548.0",52,"Female",11,30,1,2,"Basic","Quarterly","861.00",20,1,1
"7355.0",22,"Male",24,1,3,13,"Premium","Annual","903.00",5,1,1
"31934.0",22,"Female",6,25,7,1,"Basic","Annual","524.00",4,1,1
"6870.0",18,"Female",44,25,5,12,"Basic","Quarterly","152.00",11,1,1
"24300.0",56,"Female",55,22,1,6,"Premium","Quarterly","526.00",25,1,1
"36494.0",58,"Female",57,29,4,14,"Basic","Quarterly","584.00",24,1,1
"24302.0",29,"Female",48,22,0,24,"Premium","Annual","928.00",15,1,1
"36495.0",50,"Male",1,5,0,9,"Basic","Quarterly","541.00",5,1,1
"30933.0",22,"Female",54,22,2,5,"Basic","Quarterly","418.00",27,1,1
"34831.0",44,"Male",6,15,4,12,"Basic","Quarterly","134.00",22,1,1
"13012.0",23,"Male",1,14,2,10,"Standard","Annual","114.00",19,1,1
"14282.0",24,"Male",30,20,8,6,"Premium","Annual","633.00",11,1,1
"24311.0",19,"Male",59,7,0,8,"Premium","Annual","150.00",11,1,1
"24312.0",40,"Male",46,29,8,8,"Basic","Quarterly","158.00",12,1,1
"6867.0",20,"Female",14,13,8,7,"Standard","Quarterly","222.00",5,1,1
"7367.0",27,"Male",21,14,0,23,"Standard","Annual","993.00",5,1,1
"10917.0",36,"Male",26,29,3,12,"Basic","Annual","163.00",25,1,1
"24316.0",61,"Female",27,23,4,21,"Premium","Annual","136.00",10,1,1
"31935.0",25,"Male",47,30,2,23,"Basic","Quarterly","425.00",6,1,1
"924.0",29,"Male",14,19,8,12,"Premium","Annual","882.00",2,1,1
"7371.0",46,"Female",60,13,3,14,"Standard","Annual","465.00",16,1,1
"7372.0",35,"Male",53,24,6,8,"Basic","Annual","570.00",2,1,1
"7373.0",37,"Male",22,17,4,22,"Standard","Quarterly","445.00",8,1,1
"24324.0",27,"Male",19,23,8,10,"Standard","Annual","443.00",8,1,1
"6865.0",58,"Female",52,28,9,11,"Basic","Annual","840.00",11,1,1
"24326.0",62,"Male",13,23,10,4,"Premium","Quarterly","728.00",5,1,1
"29968.0",51,"Female",31,27,6,0,"Standard","Quarterly","263.00",13,1,1
"7377.0",39,"Female",33,15,9,12,"Premium","Annual","860.00",2,1,1
"34839.0",53,"Female",45,23,1,6,"Basic","Monthly","497.00",15,1,1
"24332.0",41,"Male",33,29,3,26,"Premium","Quarterly","559.00",9,1,1
"24333.0",56,"Female",7,13,1,12,"Standard","Monthly","946.00",4,1,1
"24335.0",25,"Male",40,11,0,14,"Basic","Monthly","152.00",12,1,1
"34841.0",37,"Male",16,4,2,9,"Premium","Quarterly","928.00",8,1,1
"24337.0",56,"Male",26,7,3,0,"Premium","Annual","701.00",15,1,1
"36934.0",55,"Male",16,18,6,5,"Basic","Quarterly","986.00",13,1,1
"16122.0",24,"Male",33,19,0,3,"Standard","Annual","211.00",22,1,1
"34842.0",57,"Male",19,12,7,3,"Premium","Quarterly","342.00",8,1,1
"24341.0",34,"Female",50,23,3,26,"Basic","Quarterly","127.00",11,1,1
"13019.0",52,"Female",54,22,5,14,"Standard","Annual","701.00",12,1,1
"1491.0",39,"Female",51,24,6,7,"Standard","Quarterly","947.00",11,1,1
"2035.0",51,"Female",40,19,5,10,"Standard","Annual","377.00",10,1,1
"24346.0",41,"Female",20,12,10,1,"Standard","Quarterly","573.00",12,1,1
"37880.0",60,"Female",13,11,3,9,"Premium","Quarterly","555.00",23,1,1
"10924.0",60,"Female",48,23,0,24,"Premium","Annual","585.00",5,1,1
"14286.0",37,"Male",16,22,2,21,"Basic","Quarterly","306.00",14,1,1
"14287.0",32,"Male",16,9,1,3,"Standard","Annual","519.00",14,1,1
"7386.0",63,"Male",49,14,2,9,"Standard","Annual","821.00",20,1,1
"7387.0",59,"Male",55,16,9,7,"Standard","Quarterly","510.00",3,1,1
"24353.0",18,"Female",38,20,3,2,"Standard","Monthly","344.00",9,1,1
"24354.0",32,"Female",45,12,7,9,"Standard","Annual","865.00",11,1,1
"10927.0",60,"Male",7,16,4,17,"Standard","Quarterly","771.00",10,1,1
"15027.0",44,"Female",42,30,2,19,"Basic","Quarterly","394.00",15,1,1
"7390.0",41,"Female",43,27,0,14,"Premium","Monthly","237.00",4,1,1
"36771.0",55,"Female",52,22,1,16,"Premium","Quarterly","539.00",12,1,1
"1668.0",20,"Male",38,24,10,12,"Standard","Quarterly","684.00",2,1,1
"14289.0",33,"Male",46,29,1,4,"Basic","Monthly","609.00",13,1,1
"24362.0",42,"Male",41,11,0,29,"Premium","Quarterly","349.00",4,1,1
"13026.0",21,"Female",47,24,0,28,"Premium","Annual","671.00",9,1,1
"7397.0",58,"Male",35,21,5,3,"Basic","Quarterly","922.00",3,1,1
"7398.0",29,"Female",4,25,6,5,"Premium","Quarterly","350.00",5,1,1
"7399.0",20,"Female",19,29,3,3,"Basic","Annual","790.00",30,1,1
"13028.0",61,"Female",52,27,4,30,"Basic","Quarterly","801.00",5,1,1
"24370.0",51,"Male",45,19,1,13,"Standard","Monthly","223.00",5,1,1
"13029.0",30,"Male",27,1,2,10,"Basic","Quarterly","129.00",2,1,1
"15029.0",25,"Female",23,16,0,10,"Standard","Annual","916.00",27,1,1
"37881.0",42,"Male",28,25,9,0,"Standard","Quarterly","395.00",13,1,1
"3339.0",52,"Female",10,11,2,7,"Standard","Annual","105.00",22,1,1
"7404.0",35,"Female",54,16,1,0,"Basic","Quarterly","804.00",22,1,1
"24376.0",57,"Male",41,25,9,14,"Premium","Annual","418.00",7,1,1
"7405.0",64,"Female",19,30,1,9,"Standard","Monthly","788.00",9,1,1
"24378.0",32,"Female",22,26,4,14,"Premium","Annual","243.00",21,1,1
"3338.0",23,"Male",35,18,6,12,"Standard","Annual","246.00",6,1,1
"24380.0",55,"Female",59,3,1,8,"Standard","Quarterly","795.00",15,1,1
"7407.0",34,"Female",39,12,0,0,"Basic","Monthly","872.00",12,1,1
"13031.0",28,"Female",53,28,4,9,"Premium","Quarterly","581.00",22,1,1
"24384.0",30,"Male",7,19,8,11,"Basic","Annual","394.00",6,1,1
"3333.0",55,"Female",29,22,1,6,"Standard","Monthly","594.00",8,1,1
"3332.0",47,"Female",23,19,3,22,"Basic","Annual","839.00",5,1,1
"24387.0",52,"Female",22,24,4,15,"Basic","Quarterly","275.00",6,1,1
"24388.0",45,"Male",31,29,2,20,"Standard","Quarterly","467.00",4,1,1
"10938.0",47,"Female",9,26,3,5,"Basic","Annual","177.00",24,1,1
"919.0",57,"Male",58,3,0,13,"Premium","Quarterly","994.00",14,1,1
"31568.0",27,"Female",53,12,0,5,"Standard","Monthly","296.00",6,1,1
"39039.0",28,"Female",15,4,1,10,"Standard","Quarterly","154.00",9,1,1
"7414.0",42,"Female",41,25,1,14,"Standard","Quarterly","614.00",19,1,1
"24400.0",57,"Male",53,28,2,15,"Basic","Quarterly","174.00",8,1,1
"7416.0",65,"Male",20,1,0,13,"Standard","Quarterly","449.00",5,1,1
"3328.0",56,"Female",29,16,3,7,"Basic","Annual","412.00",25,1,1
"6125.0",55,"Male",18,17,1,0,"Standard","Quarterly","656.00",19,1,1
"2034.0",40,"Male",7,15,0,30,"Premium","Annual","598.00",8,1,1
"148.0",63,"Male",35,13,5,9,"Premium","Annual","947.00",10,1,1
"24408.0",57,"Female",47,11,7,1,"Standard","Quarterly","550.00",1,1,1
"10944.0",41,"Female",20,19,1,13,"Standard","Monthly","314.00",2,1,1
"7421.0",26,"Female",39,25,0,3,"Basic","Quarterly","266.00",18,1,1
"15030.0",28,"Male",15,24,9,2,"Premium","Annual","183.00",9,1,1
"7423.0",32,"Male",42,24,4,6,"Standard","Annual","294.00",26,1,1
"38514.0",32,"Male",12,14,3,1,"Premium","Monthly","456.00",12,1,1
"36936.0",31,"Female",43,17,2,1,"Standard","Quarterly","820.00",24,1,1
"917.0",56,"Male",29,22,1,0,"Basic","Quarterly","635.00",25,1,1
"3324.0",34,"Male",12,22,9,9,"Basic","Quarterly","782.00",13,1,1
"10948.0",50,"Female",50,12,9,12,"Basic","Annual","339.00",11,1,1
"24420.0",61,"Female",16,23,3,12,"Premium","Quarterly","285.00",18,1,1
"34858.0",42,"Male",14,15,6,8,"Basic","Annual","440.00",15,1,1
"34859.0",50,"Female",52,19,4,28,"Basic","Quarterly","537.00",10,1,1
"24423.0",62,"Female",48,23,4,10,"Standard","Quarterly","640.00",21,1,1
"24425.0",61,"Male",52,24,2,20,"Basic","Annual","846.00",1,1,1
"10949.0",63,"Male",49,15,1,7,"Basic","Monthly","617.00",11,1,1
"6857.0",59,"Female",59,15,5,1,"Standard","Annual","135.00",11,1,1
"29975.0",44,"Male",2,15,9,3,"Basic","Quarterly","112.00",7,1,1
"24429.0",25,"Female",51,23,1,24,"Basic","Annual","630.00",8,1,1
"2032.0",33,"Female",4,28,2,27,"Premium","Quarterly","955.00",14,1,1
"10950.0",55,"Male",5,12,5,10,"Basic","Annual","808.00",14,1,1
"29977.0",19,"Female",49,25,8,8,"Standard","Annual","448.00",6,1,1
"24434.0",25,"Female",51,2,4,13,"Premium","Quarterly","212.00",9,1,1
"24435.0",25,"Male",60,25,2,2,"Standard","Annual","357.00",19,1,1
"24437.0",53,"Female",50,26,6,2,"Standard","Annual","295.00",7,1,1
"10951.0",51,"Female",55,27,9,0,"Standard","Annual","147.00",8,1,1
"24442.0",26,"Female",7,12,7,0,"Premium","Quarterly","561.00",10,1,1
"24443.0",64,"Female",28,1,2,9,"Standard","Annual","979.00",3,1,1
"7438.0",50,"Female",45,22,8,4,"Basic","Quarterly","191.00",5,1,1
"15032.0",35,"Female",39,16,5,13,"Standard","Quarterly","329.00",6,1,1
"36937.0",40,"Female",7,1,4,3,"Basic","Quarterly","173.00",1,1,1
"29981.0",30,"Male",19,20,8,5,"Premium","Annual","488.00",4,1,1
"7442.0",52,"Male",41,26,1,11,"Premium","Monthly","562.00",2,1,1
"24450.0",55,"Male",31,12,7,4,"Basic","Annual","475.00",5,1,1
"24451.0",65,"Female",44,1,3,1,"Premium","Annual","529.00",11,1,1
"24452.0",62,"Male",50,24,0,29,"Premium","Annual","364.00",3,1,1
"24454.0",57,"Male",28,23,2,2,"Premium","Annual","123.00",24,1,1
"24455.0",29,"Female",17,19,2,3,"Standard","Annual","733.00",26,1,1
"24456.0",55,"Male",39,15,2,2,"Premium","Annual","460.00",25,1,1
"24458.0",65,"Female",45,15,5,14,"Standard","Quarterly","305.00",8,1,1
"7443.0",31,"Female",40,28,9,1,"Standard","Annual","608.00",15,1,1
"24461.0",31,"Male",29,19,6,12,"Premium","Quarterly","266.00",12,1,1
"14298.0",62,"Male",58,13,6,3,"Standard","Annual","946.00",11,1,1
"7446.0",25,"Female",47,4,3,11,"Basic","Quarterly","822.00",7,1,1
"3318.0",48,"Female",22,7,4,10,"Premium","Quarterly","669.00",12,1,1
"24468.0",41,"Male",1,3,2,7,"Basic","Quarterly","888.00",6,1,1
"3316.0",53,"Male",11,19,10,6,"Premium","Quarterly","797.00",9,1,1
"7449.0",58,"Female",15,14,2,7,"Basic","Monthly","474.00",7,1,1
"24472.0",52,"Male",40,25,3,14,"Standard","Monthly","303.00",1,1,1
"29984.0",58,"Female",37,14,3,3,"Basic","Annual","961.00",16,1,1
"24474.0",30,"Female",29,21,2,3,"Basic","Monthly","820.00",5,1,1
"15485.0",27,"Male",42,14,3,6,"Basic","Quarterly","818.00",25,1,1
"24476.0",26,"Male",4,25,8,0,"Basic","Annual","423.00",4,1,1
"6851.0",36,"Male",50,13,2,26,"Premium","Annual","143.00",3,1,1
"10961.0",53,"Female",31,20,4,8,"Standard","Quarterly","888.00",28,1,1
"30944.0",26,"Female",46,15,0,3,"Premium","Quarterly","421.00",17,1,1
"34868.0",32,"Female",55,19,6,11,"Standard","Quarterly","907.00",14,1,1
"24485.0",43,"Male",12,25,7,8,"Premium","Quarterly","936.00",8,1,1
"15890.0",63,"Female",30,17,6,2,"Premium","Quarterly","345.00",8,1,1
"10964.0",33,"Male",24,29,8,0,"Basic","Quarterly","113.00",9,1,1
"34869.0",42,"Male",3,16,8,5,"Premium","Quarterly","694.00",1,1,1
"3313.0",63,"Female",21,7,4,11,"Basic","Annual","310.00",4,1,1
"29990.0",35,"Female",20,13,1,22,"Premium","Quarterly","802.00",13,1,1
"6120.0",64,"Male",60,18,2,5,"Basic","Quarterly","465.00",30,1,1
"10967.0",29,"Male",49,14,10,11,"Premium","Annual","752.00",2,1,1
"37884.0",63,"Male",29,16,10,13,"Standard","Quarterly","749.00",12,1,1
"6850.0",62,"Female",4,21,6,2,"Premium","Quarterly","186.00",8,1,1
"16083.0",58,"Female",2,11,1,30,"Standard","Annual","522.00",12,1,1
"34871.0",61,"Male",46,15,4,9,"Basic","Monthly","593.00",1,1,1
"24500.0",43,"Female",4,13,1,28,"Premium","Annual","651.00",11,1,1
"24501.0",34,"Male",38,7,4,2,"Basic","Quarterly","597.00",9,1,1
"7465.0",34,"Male",48,15,0,4,"Premium","Monthly","846.00",13,1,1
"7466.0",62,"Female",10,24,4,2,"Basic","Monthly","328.00",4,1,1
"34872.0",41,"Male",47,18,2,15,"Premium","Annual","483.00",5,1,1
"10970.0",63,"Female",31,14,3,7,"Basic","Quarterly","344.00",24,1,1
"7469.0",62,"Female",33,16,0,8,"Standard","Monthly","209.00",2,1,1
"13047.0",53,"Male",11,25,9,13,"Standard","Quarterly","663.00",8,1,1
"29993.0",21,"Male",25,27,7,11,"Basic","Annual","653.00",7,1,1
"6849.0",63,"Male",35,15,8,4,"Standard","Quarterly","292.00",4,1,1
"14304.0",56,"Male",20,6,0,7,"Basic","Annual","398.00",2,1,1
"3309.0",38,"Female",18,28,9,3,"Basic","Quarterly","132.00",9,1,1
"5656.0",46,"Female",51,12,10,14,"Standard","Quarterly","115.00",6,1,1
"7475.0",56,"Female",46,19,3,6,"Basic","Annual","425.00",17,1,1
"4962.0",44,"Female",28,16,1,29,"Standard","Quarterly","292.00",3,1,1
"7478.0",40,"Male",3,16,10,6,"Standard","Quarterly","680.00",3,1,1
"6119.0",58,"Female",53,15,0,7,"Standard","Monthly","712.00",9,1,1
"38746.0",42,"Male",15,15,2,12,"Premium","Monthly","940.00",4,1,1
"34879.0",33,"Female",7,30,6,3,"Premium","Annual","379.00",10,1,1
"34880.0",21,"Female",6,25,1,6,"Premium","Monthly","199.00",15,1,1
"16109.0",48,"Male",47,28,7,7,"Premium","Annual","607.00",11,1,1
"14307.0",37,"Female",53,1,4,1,"Premium","Annual","204.00",14,1,1
"24529.0",34,"Female",1,21,3,1,"Basic","Annual","171.00",26,1,1
"13053.0",33,"Male",19,29,7,6,"Basic","Annual","390.00",12,1,1
"6847.0",45,"Female",35,17,0,13,"Premium","Quarterly","324.00",22,1,1
"31941.0",48,"Male",52,23,4,23,"Standard","Annual","678.00",14,1,1
"10983.0",50,"Male",26,24,5,3,"Basic","Annual","391.00",3,1,1
"24534.0",18,"Female",58,17,3,13,"Standard","Quarterly","914.00",19,1,1
"7489.0",18,"Male",7,17,7,7,"Basic","Quarterly","874.00",2,1,1
"15490.0",20,"Male",31,23,9,1,"Premium","Quarterly","576.00",2,1,1
"15491.0",49,"Female",60,20,8,9,"Premium","Annual","211.00",14,1,1
"3303.0",60,"Female",24,16,9,2,"Premium","Quarterly","939.00",15,1,1
"31577.0",62,"Male",29,13,7,2,"Premium","Quarterly","674.00",14,1,1
"906.0",65,"Female",38,27,3,18,"Premium","Quarterly","999.00",15,1,1
"10987.0",48,"Female",10,27,8,10,"Premium","Annual","537.00",2,1,1
"30001.0",55,"Male",36,15,8,6,"Basic","Annual","387.00",4,1,1
"34884.0",47,"Male",25,27,3,3,"Basic","Monthly","188.00",10,1,1
"3299.0",22,"Female",45,6,1,13,"Standard","Quarterly","351.00",13,1,1
"3298.0",56,"Male",55,13,0,26,"Standard","Quarterly","393.00",2,1,1
"5647.0",60,"Female",17,28,4,0,"Basic","Annual","742.00",20,1,1
"15041.0",43,"Male",56,30,5,7,"Basic","Annual","802.00",13,1,1
"34886.0",36,"Female",1,23,3,14,"Basic","Quarterly","305.00",30,1,1
"24551.0",36,"Male",34,1,3,7,"Standard","Annual","285.00",14,1,1
"34887.0",38,"Female",60,24,1,3,"Basic","Annual","159.00",26,1,1
"24553.0",22,"Female",15,22,1,27,"Standard","Annual","131.00",14,1,1
"7498.0",62,"Female",2,24,6,2,"Standard","Quarterly","903.00",10,1,1
"34888.0",33,"Female",41,22,10,14,"Premium","Quarterly","765.00",13,1,1
"24556.0",56,"Male",1,30,9,1,"Standard","Annual","117.00",10,1,1
"14312.0",59,"Male",15,24,9,4,"Premium","Quarterly","548.00",11,1,1
"24558.0",47,"Female",29,21,9,0,"Standard","Annual","757.00",4,1,1
"24561.0",56,"Male",12,5,1,7,"Standard","Annual","829.00",14,1,1
"7501.0",63,"Female",51,14,0,5,"Premium","Monthly","596.00",6,1,1
"13062.0",27,"Male",28,24,3,1,"Premium","Quarterly","212.00",17,1,1
